total_txn_amount,avg_txn_amount,std_txn_amount,txn_count,max_txn_amount,min_txn_amount,burst_score,time_to_first_outbound_minutes,fund_exit_ratio,txn_velocity,distinct_counterparties,counterparty_diversity_score,incoming_sources_count,international_counterparty_flag,pep_flag,high_risk_country_flag,kyc_risk_score,account_age_days,alert_count,historical_sar_flag,sar_worthy,typology_structuring,typology_rapid_movement,typology_funnel_account,typology_trade_based,typology_shell_company,typology_round_tripping
1823887.26,60796.2421,24548.7076,30,60796.2421,44181.6,0.8121,265,0.7302,4.4086,22,0.1744,3,0,0,1,0.7917,285,4,1,1,1,0,0,0,0,0
694161.92,23138.7305,2111.3978,30,49648.69,14556.3,0.808,133,0.6838,5.9122,11,0.525,14,1,0,0,0.5509,603,3,0,1,0,0,1,0,0,0
1816147.03,86483.1917,702.8336,21,86483.1917,32947.12,0.8121,452,0.681,5.1416,8,0.1452,3,0,1,0,0.7831,207,6,0,1,1,0,0,0,0,0
8026570.16,1003321.2698,168905.9545,8,1003321.2698,801685.06,0.6213,2053,0.7006,1.1368,60,0.6358,19,1,0,1,0.6083,898,10,1,1,0,0,0,0,1,0
8570688.31,103261.3049,2111.3978,83,103261.3049,85411.83,0.8626,54,0.9225,4.3879,23,0.478,40,1,0,0,0.686,603,3,0,1,0,0,1,0,0,0
6425517.54,1285103.5087,282365.8824,5,1927543.06,1285103.5087,0.3058,6349,0.7252,0.5447,6,0.3778,2,1,0,1,0.8121,200,6,0,1,0,0,0,1,0,0
5135287.53,244537.5012,7350.2399,21,244537.5012,28241.18,0.8121,564,0.7311,4.4439,10,0.2969,4,0,0,0,0.7917,263,8,0,1,1,0,0,0,0,0
3522658.12,320241.6474,43121.4415,11,320241.6474,320241.6474,0.9777,179,0.777,12.7613,15,0.5567,8,0,0,0,0.6314,133,4,0,1,0,1,0,0,0,0
4546483.82,197673.2094,30366.7654,23,917836.37,197673.2094,0.5831,14666,0.9819,1.6088,15,0.309,12,1,0,1,0.827,791,8,0,1,0,0,0,0,0,1
3888217.49,353474.3172,43121.4415,11,358022.94,353474.3172,0.8935,25,0.9483,13.3059,24,0.4654,9,1,0,1,0.6809,66,4,1,1,0,1,0,0,0,0
1603268.9,53442.2968,42285.4203,30,110292.93,7221.69,0.6254,109,0.9425,9.3304,28,0.8908,8,1,0,1,0.7286,48,9,0,1,0,1,0,0,0,0
2692404.04,67310.101,5652.5981,40,67310.101,67310.101,0.5441,249,0.8279,3.6637,6,0.1452,7,0,1,1,0.7917,434,7,1,1,1,0,0,0,0,0
11210155.15,361617.9081,20091.807,31,480526.16,361617.9081,0.506,1962,0.9819,2.2273,13,0.4689,12,1,1,0,0.8102,955,9,0,1,0,0,0,0,0,1
2674708.31,205746.7929,23398.7783,13,205746.7929,205746.7929,0.9627,7,0.8784,19.95,32,0.4654,14,0,0,0,0.5525,103,12,1,1,0,1,0,0,0,0
1481384.03,246897.3384,207361.6988,6,2404621.72,246897.3384,0.5365,5046,0.7382,2.6774,20,0.4688,10,1,0,0,0.7701,200,8,0,1,0,0,0,1,0,0
10147521.66,106816.0175,22330.1519,95,106816.0175,16928.73,0.5007,142,0.604,4.4557,9,0.5728,49,1,0,0,0.8921,460,4,1,1,0,0,1,0,0,0
720505.23,17154.8865,2111.3978,42,91280.74,17154.8865,0.5155,252,0.7621,5.2799,22,0.515,46,1,0,0,0.5473,371,3,1,1,0,0,1,0,0,0
4704276.25,123796.7433,2111.3978,38,123796.7433,73458.12,0.6028,128,0.8902,7.103,29,0.7287,27,0,0,0,0.8082,603,3,0,1,0,0,1,0,0,0
1880180.44,89532.4019,6073.2992,21,89532.4019,89532.4019,0.7916,600,0.8046,3.6637,12,0.1452,11,1,0,0,0.7917,330,8,1,1,1,0,0,0,0,0
10611820.28,707454.6852,204267.6434,15,827927.35,520241.15,0.5788,865,0.8093,1.1368,60,0.4161,11,1,1,1,0.5688,1884,7,0,1,0,0,0,0,1,0
12039855.24,1003321.2698,154878.779,12,1178157.9,220391.82,0.5671,865,0.7388,2.9942,60,0.4138,15,1,0,0,0.5688,1554,7,0,1,0,0,0,0,1,0
17929564.97,1120597.8109,64213.7652,16,1120597.8109,456047.4,0.3511,7396,0.882,2.1234,24,0.4357,12,1,1,1,0.8416,320,5,0,1,0,0,0,1,0,0
4703408.82,180900.3391,43121.4415,26,204477.02,108070.93,0.8447,42,0.8897,16.4628,33,0.7448,14,1,0,0,0.5525,48,4,0,1,0,1,0,0,0,0
1234486.69,246897.3384,246897.3384,5,1745279.91,246897.3384,0.3889,8026,0.7628,0.5447,18,0.5398,5,1,0,0,0.8807,620,4,1,1,0,0,0,1,0,0
455524.34,41411.3037,41122.5903,11,290034.93,41411.3037,0.8203,9,0.884,12.797,15,0.7644,5,0,0,1,0.5525,48,4,0,1,0,1,0,0,0,0
276590.64,13170.9828,5928.7469,21,26419.94,13170.9828,0.8121,333,0.8279,6.1771,9,0.3316,5,0,1,0,0.6804,228,3,0,1,1,0,0,0,0,0
9243919.06,1027102.1173,497708.5202,9,1027102.1173,440163.84,0.592,9916,0.8331,2.6774,12,0.6778,5,1,0,1,0.8807,200,8,1,1,0,0,0,1,0,0
498677.12,23746.5295,23746.5295,21,42617.66,23746.5295,0.6533,289,0.7209,9.1691,2,0.1452,3,0,0,1,0.7917,409,3,1,1,1,0,0,0,0,0
2075199.58,69173.3195,15365.0028,30,69173.3195,40456.23,0.5598,592,0.6391,6.2517,2,0.1452,3,1,0,1,0.6123,482,8,0,1,1,0,0,0,0,0
611203.35,47015.6425,931.1776,13,47015.6425,5730.36,0.1027,14430,0.486,1.0809,3,0.1314,4,0,0,0,0.3558,746,2,1,0,0,0,0,0,0,0
243497.06,48699.4121,635.3085,5,58781.39,5751.91,0.0961,39301,0.3195,0.6303,1,0.092,4,0,0,0,0.394,1876,2,0,0,0,0,0,0,0,0
455093.75,41372.1588,41372.1588,11,379380.13,41372.1588,0.9065,40,0.9408,14.8351,13,0.642,15,1,0,1,0.8734,48,4,0,1,0,1,0,0,0,0
25200624.14,812923.3594,20091.807,31,871697.54,371112.36,0.5205,18989,0.912,3.8011,39,0.6641,10,1,1,1,0.8074,1154,9,1,1,0,0,0,0,0,1
2110528.1,191866.1911,43121.4415,11,191866.1911,191866.1911,0.9237,22,0.8512,19.95,29,0.7111,8,1,1,0,0.5525,48,9,0,1,0,1,0,0,0,0
1647668.14,23206.5935,11532.5397,71,82319.93,23206.5935,0.6062,175,0.609,4.3879,14,0.2568,40,0,0,1,0.8412,318,4,0,1,0,0,1,0,0,0
455093.75,41372.1588,41372.1588,11,444100.34,41372.1588,0.6998,129,0.8836,17.3868,15,0.6613,5,1,0,1,0.5525,191,4,1,1,0,1,0,0,0,0
8560176.28,114135.6838,18539.0199,75,114135.6838,63198.32,0.48,54,0.7859,4.3879,28,0.5567,49,0,0,1,0.5987,294,9,0,1,0,0,1,0,0,0
1429516.62,89344.7885,33500.3913,16,198201.77,89344.7885,0.8455,30,0.7102,19.95,13,0.4762,5,1,1,1,0.5989,112,9,0,1,0,1,0,0,0,0
5113624.05,639203.0066,160193.2835,8,656104.71,394148.19,0.5136,3627,0.7318,5.4029,55,0.5825,3,1,0,1,0.5688,561,9,0,1,0,0,0,0,1,0
8026570.16,1003321.2698,187301.3021,8,1003321.2698,892584.09,0.6989,865,0.9325,2.6971,60,0.4201,16,0,1,0,0.5688,2026,10,0,1,0,0,0,0,1,0
4220056.86,98140.8572,3389.6435,43,98140.8572,61156.69,0.8481,54,0.8459,6.7517,16,0.3905,37,0,0,1,0.5473,486,3,1,1,0,0,1,0,0,0
882672.66,80242.9695,28866.3884,11,404391.64,80242.9695,0.987,91,0.9022,18.8182,21,0.6274,14,0,0,0,0.5826,48,5,1,1,0,1,0,0,0,0
3893646.98,105233.7022,9571.2272,37,105233.7022,82072.54,0.5434,94,0.697,5.7493,9,0.4975,48,1,1,0,0.8605,113,3,1,1,0,0,1,0,0,0
4001971.83,363815.6205,43121.4415,11,408370.2,7221.69,0.7956,94,0.9253,10.8783,21,0.4654,14,0,1,0,0.8028,241,4,0,1,0,1,0,0,0,0
8026570.16,1003321.2698,257697.5935,8,1388319.11,892584.09,0.5981,3892,0.7206,5.4144,52,0.4138,19,1,0,1,0.6512,703,10,1,1,0,0,0,0,1,0
8509330.48,567288.6987,76509.4297,15,1173158.74,567288.6987,0.592,9916,0.9127,2.6774,27,0.318,9,1,0,1,0.8471,368,6,1,1,0,0,0,1,0,0
5616142.88,119492.4018,2111.3978,47,119492.4018,41966.74,0.8626,331,0.7883,8.9738,9,0.5959,32,0,0,1,0.852,603,4,0,1,0,0,1,0,0,0
6666228.14,246897.3384,103235.3238,27,1169206.59,246897.3384,0.3637,4959,0.8262,1.7071,21,0.5266,4,1,0,1,0.8773,200,5,0,1,0,0,0,1,0,0
25200624.14,812923.3594,84625.2519,31,812923.3594,298071.16,0.7388,20117,0.9819,2.5038,25,0.309,8,1,1,0,0.7185,1703,9,1,1,0,0,0,0,0,1
1917434.45,174312.2224,43121.4415,11,174312.2224,174312.2224,0.7705,13,0.8468,6.2978,18,0.5075,15,1,0,1,0.5525,48,4,0,1,0,1,0,0,0,0
4221534.21,201025.4388,6734.7461,21,201025.4388,200621.09,0.7573,150,0.7021,5.0916,3,0.5459,3,1,1,1,0.788,406,4,0,1,1,0,0,0,0,0
868815.33,41372.1588,23410.0479,21,265941.88,41372.1588,0.8793,163,0.9301,19.95,12,0.7599,3,1,0,0,0.5525,48,8,0,1,0,1,0,0,0,0
19063104.13,1003321.2698,106705.1543,19,1003321.2698,879552.54,0.5592,2930,0.8349,1.1368,43,0.7651,13,1,1,0,0.6603,1637,10,0,1,0,0,0,0,1,0
2083676.42,56315.5788,43121.4415,37,173893.74,14324.01,0.6655,5,0.886,13.0481,22,0.7164,11,1,0,1,0.5735,349,6,0,1,0,1,0,0,0,0
120302.18,40100.7263,635.3085,3,63446.53,4575.27,0.0537,39301,0.4674,0.3326,3,0.0317,3,0,0,0,0.005,1194,2,0,0,0,0,0,0,0,0
5713952.62,248432.7228,37793.0758,23,248432.7228,248432.7228,0.971,96,0.8877,13.5793,14,0.6266,3,0,1,0,0.6482,48,4,0,1,0,1,0,0,0,0
25094777.74,1930367.5187,382775.0269,13,1930367.5187,1502554.17,0.5298,4420,0.6816,2.6402,26,0.4802,6,1,0,1,0.8807,1808,6,0,1,0,0,0,1,0,0
2725917.85,90863.9282,3353.8133,30,90863.9282,55713.64,0.8549,193,0.7479,6.9431,13,0.5449,32,0,0,0,0.7294,603,10,1,1,0,0,1,0,0,0
22269867.59,1309992.2114,497708.5202,17,2706316.46,1249083.45,0.3477,8005,0.9127,2.6774,27,0.3466,9,1,1,1,0.6168,200,7,0,1,0,0,0,1,0,0
963816.43,87619.6756,42051.7922,11,113747.92,87619.6756,0.8153,50,0.8742,17.3176,9,0.4654,5,1,0,0,0.7126,104,4,0,1,0,1,0,0,0,0
4197254.75,246897.3384,122076.3329,17,590425.09,12344.87,0.4262,6303,0.8193,2.6774,17,0.4618,7,1,0,0,0.8807,955,7,1,1,0,0,0,1,0,0
3703460.08,246897.3384,144563.8719,15,1902937.34,146107.6,0.4295,3231,0.728,2.6774,10,0.3577,7,1,1,1,0.755,200,8,1,1,0,0,0,1,0,0
1728281.37,246897.3384,244847.6959,7,1622379.6,246897.3384,0.5421,8183,0.9127,2.1144,18,0.318,10,1,0,0,0.8135,332,2,0,1,0,0,0,1,0,0
11737800.06,244537.5012,24548.7076,48,244537.5012,32136.3,0.8121,132,0.8279,6.2179,5,0.1452,3,0,0,0,0.7917,482,5,1,1,1,0,0,0,0,0
816341.89,74212.8993,43121.4415,11,74212.8993,74212.8993,0.8537,248,0.8098,14.0609,33,0.5337,17,0,0,0,0.5643,299,8,0,1,0,1,0,0,0,0
27089674.28,1003321.2698,257697.5935,27,1003321.2698,892584.09,0.7131,5111,0.7851,2.2113,29,0.5483,8,1,1,1,0.629,542,7,0,1,0,0,0,0,1,0
1418329.92,88645.6201,43121.4415,16,230638.63,88645.6201,0.8672,29,0.7602,13.0959,11,0.7306,12,1,0,1,0.5525,155,4,1,1,0,1,0,0,0,0
1607061.9,146096.5365,43121.4415,11,146096.5365,146096.5365,0.8305,24,0.9745,18.0099,13,0.5402,13,1,0,0,0.9423,250,4,0,1,0,1,0,0,0,0
1728281.37,246897.3384,246897.3384,7,1718182.35,246897.3384,0.5075,9916,0.7782,2.6774,25,0.318,6,1,0,0,0.6839,200,8,1,1,0,0,0,1,0,0
10670676.69,463942.4647,46921.5478,23,841751.95,2913.67,0.5087,8442,0.9423,3.7086,21,0.3609,3,1,0,0,0.8197,1703,9,0,1,0,0,0,0,0,1
4639484.08,231974.2039,40643.1916,20,308687.19,231974.2039,0.7825,106,0.8698,19.95,9,0.6916,17,1,1,1,0.7318,48,7,0,1,0,1,0,0,0,0
1461650.56,132877.3235,43121.4415,11,176322.92,132877.3235,0.8485,221,0.9402,19.95,13,0.8754,16,0,0,0,0.9126,215,4,1,1,0,1,0,0,0,0
3365928.57,112197.619,2111.3978,30,112197.619,36965.82,0.6907,264,0.6507,8.6627,24,0.628,45,0,1,0,0.8494,603,8,0,1,0,0,1,0,0,0
2660425.16,241856.8329,27124.9157,11,538839.4,241856.8329,0.8391,77,0.9188,12.047,34,0.4654,14,0,0,1,0.7459,264,5,0,1,0,1,0,0,0,0
15168947.07,948059.1921,257697.5935,16,948059.1921,892584.09,0.4999,7985,0.7051,3.4406,39,0.727,18,1,0,0,0.5688,941,4,0,1,0,0,0,0,1,0
20287813.21,1352520.8809,293832.1224,15,1352520.8809,1352520.8809,0.3115,9916,0.9127,2.6774,5,0.5055,3,1,0,0,0.8807,371,7,0,1,0,0,0,1,0,0
22609843.57,729349.7927,149537.5595,31,836641.37,436630.13,0.506,1962,0.941,1.6551,39,0.3332,7,1,1,0,0.7841,1703,9,0,1,0,0,0,0,0,1
2779990.67,92666.3556,2111.3978,30,92666.3556,16645.9,0.8514,275,0.6803,6.7011,29,0.6152,46,0,0,1,0.7646,369,7,1,1,0,0,1,0,0,0
8026570.16,1003321.2698,132844.6728,8,1003321.2698,892584.09,0.4033,1825,0.7998,1.1368,60,0.6761,19,1,1,0,0.6264,1973,7,0,1,0,0,0,0,1,0
20920429.15,1743369.0961,83589.8234,12,1743369.0961,948738.8,0.3029,5818,0.8467,1.1717,19,0.6778,5,1,0,1,0.8158,200,4,1,1,0,0,0,1,0,0
1818458.37,60615.2789,2111.3978,30,60615.2789,32899.85,0.6263,60,0.6697,4.3879,9,0.7424,49,0,0,0,0.8921,603,11,1,1,0,0,1,0,0,0
1570831.29,52361.043,2111.3978,30,52361.043,52361.043,0.8626,358,0.752,5.7364,30,0.4581,49,1,0,0,0.6925,603,10,1,1,0,0,1,0,0,0
1780196.18,29669.9363,24548.7076,60,29669.9363,29669.9363,0.6861,278,0.8279,6.6039,9,0.2449,8,1,0,1,0.7249,482,3,0,1,1,0,0,0,0,0
438294.71,48699.4121,1793.8096,9,63446.53,27386.31,0.1408,39301,0.369,0.6846,2,0.01,1,0,0,0,0.3623,3433,2,0,0,0,0,0,0,0,0
10390959.54,494807.597,20091.807,21,983880.1,431014.21,0.506,3671,0.9094,4.364,38,0.6641,3,1,0,1,0.8688,1703,9,0,1,0,0,0,0,0,1
22073067.94,1003321.2698,145411.7102,22,1003321.2698,892584.09,0.6629,1863,0.7137,3.5156,60,0.5865,9,1,0,1,0.5688,1741,7,1,1,0,0,0,0,1,0
273144.14,13006.8636,7164.0157,21,13006.8636,7579.81,0.6847,403,0.7409,4.0694,8,0.1452,8,0,0,0,0.7917,328,9,1,1,1,0,0,0,0,0
8026570.16,1003321.2698,205655.0101,8,1003321.2698,892584.09,0.6525,3372,0.8127,4.0323,51,0.4208,15,1,1,1,0.6872,440,7,1,1,0,0,0,0,1,0
492355.97,23445.5225,5688.2301,21,23445.5225,23445.5225,0.6427,425,0.8279,3.6637,7,0.1452,3,0,0,0,0.6215,482,3,0,1,1,0,0,0,0,0
951559.65,41372.1588,41372.1588,23,58841.85,41372.1588,0.9067,5,0.8951,19.95,9,0.8908,18,1,0,0,0.5804,371,4,1,1,0,1,0,0,0,0
24079710.48,1003321.2698,186589.6314,24,1003321.2698,803961.29,0.7131,7985,0.9056,3.0702,57,0.6959,19,0,0,1,0.6697,2026,9,0,1,0,0,0,0,1,0
1871685.42,69321.6824,6828.8581,27,69321.6824,45311.58,0.8121,273,0.5996,7.3596,11,0.3086,8,0,0,0,0.7226,239,8,1,1,1,0,0,0,0,0
1432706.76,47756.8919,2111.3978,30,65564.3,47756.8919,0.5343,206,0.7609,4.3879,21,0.5653,31,0,0,1,0.8921,603,3,0,1,0,0,1,0,0,0
990648.62,58273.4483,58273.4483,17,824883.0,58273.4483,0.5169,3939,0.9819,3.1961,30,0.5357,12,1,1,1,0.8163,291,8,0,1,0,0,0,0,0,1
8026570.16,1003321.2698,219591.6401,8,1003321.2698,306693.83,0.6911,5990,0.7861,2.3511,56,0.5355,19,0,1,0,0.5688,1444,10,0,1,0,0,0,0,1,0
6933311.94,71477.4427,8823.2818,97,71477.4427,8784.82,0.5787,312,0.8063,8.1511,9,0.2568,49,1,0,0,0.7785,603,5,0,1,0,0,1,0,0,0
199653.92,7130.497,1774.4271,28,7130.497,7130.497,0.7508,600,0.6702,12.9309,3,0.1452,3,0,0,0,0.5672,155,4,0,1,1,0,0,0,0,0
121724.35,5071.8481,4530.3424,24,6403.63,5071.8481,0.661,378,0.8279,3.6637,12,0.1452,27,0,1,0,0.7917,254,7,0,1,1,0,0,0,0,0
21948930.7,812923.3594,143168.1034,27,995864.65,476635.49,0.6713,4802,0.9657,2.513,39,0.3555,10,1,1,1,0.8221,1518,9,1,1,0,0,0,0,0,1
2918759.75,64861.3277,2111.3978,45,64861.3277,64861.3277,0.5328,194,0.773,4.3879,9,0.5004,49,1,0,0,0.6725,603,3,0,1,0,0,1,0,0,0
2274876.3,51701.734,7475.1189,44,51701.734,51701.734,0.7385,451,0.8279,6.7367,10,0.1452,3,0,0,1,0.7917,473,4,0,1,1,0,0,0,0,0
10380832.18,865069.3486,69042.0923,12,865069.3486,728800.89,0.3688,7624,0.8436,3.5928,51,0.8098,5,1,0,1,0.5688,2026,10,1,1,0,0,0,0,1,0
1849478.74,168134.431,30941.4037,11,168134.431,168134.431,0.7903,25,0.8833,19.95,20,0.6445,9,1,0,0,0.5525,242,12,1,1,0,1,0,0,0,0
9781500.05,244537.5012,6129.3733,40,244537.5012,48904.79,0.8121,120,0.8147,3.6637,13,0.388,4,1,1,0,0.7917,482,3,1,1,1,0,0,0,0,0
24644776.46,794992.789,52495.1002,31,794992.789,618876.37,0.506,1962,0.9819,3.1875,39,0.309,11,1,0,1,0.6776,730,9,1,1,0,0,0,0,0,1
620582.38,41372.1588,41372.1588,15,314371.21,41372.1588,0.9277,5,0.9931,19.95,11,0.5932,7,0,1,0,0.5525,186,4,1,1,0,1,0,0,0,0
6208752.84,87447.2231,14573.6582,71,87447.2231,857.74,0.8403,105,0.7243,4.3879,41,0.47,49,1,0,1,0.5864,603,4,0,1,0,0,1,0,0,0
11809998.9,787333.2603,64213.7652,15,2099253.94,787333.2603,0.3029,9916,0.9127,2.6774,27,0.402,10,1,0,0,0.7022,200,6,0,1,0,0,0,1,0,0
7572727.65,946590.9566,23281.8649,8,946590.9566,4538.54,0.6285,3354,0.9494,1.2023,44,0.6666,12,0,1,0,0.8461,2026,10,0,1,0,0,0,0,1,0
16999793.52,404756.9886,19147.0195,42,432891.7,271638.64,0.9801,18,0.7266,19.95,25,0.7417,8,1,1,0,0.605,524,4,1,1,0,1,0,0,0,0
3403893.89,309444.8988,43121.4415,11,309444.8988,120382.58,0.9496,84,0.8997,12.6334,9,0.877,3,1,0,1,0.5525,142,14,1,1,0,1,0,0,0,0
5201316.5,82560.5793,2111.3978,63,115631.44,38379.72,0.48,290,0.9018,7.3718,9,0.2568,40,0,1,0,0.8312,603,3,1,1,0,0,1,0,0,0
4685096.22,120130.6724,19277.5057,39,120130.6724,34372.62,0.8161,54,0.604,5.4249,17,0.5945,42,0,0,0,0.8263,581,4,1,1,0,0,1,0,0,0
325015.85,32501.5848,996.0002,10,32501.5848,163.93,0.0501,14977,0.4121,0.8236,5,0.0677,4,0,0,0,0.1435,333,1,0,0,0,0,0,0,0,0
8254698.58,412734.9288,128813.9356,20,631737.59,412734.9288,0.5695,5757,0.7648,1.4714,60,0.5555,19,1,0,1,0.5688,2026,9,0,1,0,0,0,0,1,0
1901129.58,135794.9698,38536.3162,14,352965.97,135794.9698,0.9642,5,0.8887,19.95,15,0.6114,8,0,0,1,0.5525,95,8,0,1,0,1,0,0,0,0
3470307.66,315482.5142,43121.4415,11,606240.34,224487.27,0.8141,98,0.9359,12.1987,18,0.8505,14,1,0,0,0.5673,156,4,0,1,0,1,0,0,0,0
455093.75,41372.1588,39138.8572,11,101795.02,41372.1588,0.9208,89,0.8846,18.2783,17,0.4654,19,1,0,0,0.8489,248,6,0,1,0,1,0,0,0,0
1839079.77,59325.1539,59325.1539,31,995864.65,59325.1539,0.7393,6909,0.8881,3.8262,10,0.309,12,1,1,0,0.78,954,8,0,1,0,0,0,0,0,1
4444152.09,246897.3384,246897.3384,18,1512048.53,246897.3384,0.3897,9916,0.9127,1.2607,5,0.6498,5,1,0,1,0.868,275,4,0,1,0,0,0,1,0,0
2410197.95,160679.8631,10663.6508,15,307943.01,160679.8631,0.987,5,0.9433,19.95,9,0.6005,4,1,0,1,0.5525,308,4,1,1,0,1,0,0,0,0
6293887.51,370228.6768,20185.257,17,370228.6768,370228.6768,0.9294,97,0.8678,19.95,10,0.4654,17,1,0,1,0.7308,48,6,1,1,0,1,0,0,0,0
106508.81,5071.8481,5071.8481,21,14412.1,5071.8481,0.5758,219,0.8279,3.6637,7,0.1996,3,1,0,1,0.7917,137,3,1,1,1,0,0,0,0,0
2135903.74,194173.0673,43121.4415,11,216241.16,194173.0673,0.6254,284,0.7864,19.6573,9,0.4833,14,1,0,1,0.5525,315,14,0,1,0,1,0,0,0,0
8121536.02,114387.8312,2111.3978,71,114387.8312,114387.8312,0.695,97,0.6386,8.544,38,0.466,49,1,0,1,0.6557,603,3,1,1,0,0,1,0,0,0
18059782.86,1003321.2698,170598.6282,18,1003321.2698,732657.06,0.7131,1809,0.7942,3.9446,60,0.6287,4,1,0,0,0.6853,934,9,1,1,0,0,0,0,1,0
18579590.29,844526.8314,497708.5202,22,2905315.86,12344.87,0.3443,6299,0.9044,0.9783,23,0.4234,4,1,1,0,0.8807,1000,2,0,1,0,0,0,1,0,0
1296248.41,43208.2802,3393.4435,30,49648.69,43208.2802,0.8626,233,0.8185,4.3879,23,0.3461,49,1,1,0,0.7248,603,3,0,1,0,0,1,0,0,0
17267466.88,719477.7865,100382.2872,24,719477.7865,513663.23,0.6373,3758,0.9819,1.6088,39,0.309,7,1,1,1,0.8077,191,9,1,1,0,0,0,0,0,1
324598.28,5071.8481,5071.8481,64,58511.49,5071.8481,0.8121,120,0.77,5.5706,22,0.1902,3,1,0,0,0.5811,318,9,0,1,1,0,0,0,0,0
10033212.7,1003321.2698,187473.3365,10,1003321.2698,532142.9,0.5998,4210,0.9249,3.7719,17,0.5491,3,0,0,0,0.6732,1145,10,1,1,0,0,0,0,1,0
1964693.58,178608.5075,32640.5407,11,261234.23,178608.5075,0.987,5,0.9005,19.95,20,0.6636,9,1,0,0,0.5525,48,11,1,1,0,1,0,0,0,0
3386329.31,161253.7765,6817.633,21,161253.7765,44794.31,0.8121,157,0.7515,5.1584,10,0.2274,3,1,0,0,0.5588,356,8,0,1,1,0,0,0,0,0
299239.04,5071.8481,250.0166,59,6403.63,5071.8481,0.8121,195,0.7841,3.6637,9,0.1452,11,1,0,0,0.7823,35,3,1,1,1,0,0,0,0,0
7256518.23,907064.7783,201869.3869,8,907064.7783,892584.09,0.3688,865,0.8604,4.9963,60,0.5124,19,1,0,1,0.5688,2026,10,0,1,0,0,0,0,1,0
7930208.64,991276.0796,78935.2538,8,1166585.16,892584.09,0.6849,7198,0.7365,1.1368,59,0.4426,17,1,1,1,0.5688,856,6,0,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,351500.4,41372.1588,0.8112,5,0.9838,19.95,14,0.8206,17,1,0,0,0.9423,48,7,1,1,0,1,0,0,0,0
1975833.25,56452.3787,6599.4886,35,56452.3787,51322.84,0.7615,228,0.7972,4.8928,13,0.154,9,0,1,0,0.7615,300,3,0,1,1,0,0,0,0,0
5871347.08,225821.0414,3419.4473,26,225821.0414,41530.07,0.6245,120,0.6386,6.7471,2,0.1724,3,0,0,1,0.6489,214,8,0,1,1,0,0,0,0,0
2715870.72,246897.3384,246897.3384,11,1250891.99,246897.3384,0.4462,7819,0.9127,1.7145,17,0.6347,12,1,0,0,0.8807,421,5,0,1,0,0,0,1,0,0
3960676.77,107045.3182,2111.3978,37,107045.3182,46656.43,0.6805,224,0.8058,5.6832,19,0.6192,41,0,1,0,0.8731,596,3,0,1,0,0,1,0,0,0
16053140.32,1003321.2698,217779.8558,16,1003321.2698,892584.09,0.4124,865,0.7461,2.9857,30,0.5473,7,1,0,1,0.5688,1176,10,0,1,0,0,0,0,1,0
6546611.79,818326.4736,212207.4291,8,818326.4736,751228.74,0.486,966,0.7676,1.1368,60,0.4138,19,0,0,1,0.5688,851,9,0,1,0,0,0,0,1,0
455093.75,41372.1588,41372.1588,11,435112.5,41372.1588,0.7344,74,0.7518,16.0603,39,0.7993,9,0,0,1,0.5703,560,5,0,1,0,1,0,0,0,0
3208772.05,291706.5502,19429.7396,11,291706.5502,291706.5502,0.8892,43,0.9768,17.5402,16,0.4654,3,1,1,1,0.5525,157,10,1,1,0,1,0,0,0,0
254684.02,12127.8103,7696.7472,21,12127.8103,3035.06,0.7057,170,0.6033,3.6637,9,0.4605,3,0,0,0,0.7425,144,9,0,1,1,0,0,0,0,0
20602423.25,664594.2985,101081.0609,31,664594.2985,618876.37,0.5102,9790,0.9441,2.5846,31,0.476,5,1,0,1,0.727,248,9,0,1,0,0,0,0,0,1
5148590.05,367756.4321,136986.3426,14,590425.09,367756.4321,0.592,3138,0.9127,1.7237,5,0.6136,10,1,0,1,0.6858,200,6,0,1,0,0,0,1,0,0
1845992.39,369198.4773,369198.4773,5,2532347.23,12344.87,0.3029,7888,0.6028,2.4467,11,0.318,9,1,0,0,0.8267,200,6,0,1,0,0,0,1,0,0
5399759.64,87092.8974,3437.1561,62,87092.8974,31423.92,0.4061,273,0.8272,3.8984,10,0.1452,4,0,0,0,0.5928,281,9,0,1,1,0,0,0,0,0
1864175.67,169470.5154,32826.8245,11,209500.93,169470.5154,0.9052,75,0.7102,13.0607,12,0.4654,15,1,0,1,0.5525,48,5,1,1,0,1,0,0,0,0
3735068.28,339551.6621,43121.4415,11,339551.6621,339551.6621,0.8059,140,0.9471,16.2201,16,0.8166,13,1,1,0,0.6066,419,10,0,1,0,1,0,0,0,0
5933213.49,395547.5663,342967.4688,15,2971121.02,395547.5663,0.5143,7811,0.7421,2.0924,14,0.4258,9,1,0,1,0.6807,259,8,0,1,0,0,0,1,0,0
25200624.14,812923.3594,79984.4421,31,812923.3594,618876.37,0.5956,1962,0.9819,2.1445,19,0.5501,9,1,1,1,0.6008,1413,9,0,1,0,0,0,0,0,1
197802.08,5071.8481,3744.6258,39,6403.63,5071.8481,0.8121,272,0.8279,5.617,2,0.2277,4,0,0,0,0.7917,263,5,0,1,1,0,0,0,0,0
4197254.75,246897.3384,246897.3384,17,3157121.88,246897.3384,0.4713,6546,0.6028,1.183,26,0.6725,9,1,0,0,0.6099,200,3,0,1,0,0,0,1,0,0
